fc_id,region_id,sku_id,units,miles,unit_cost,ship_cost,unit_miles,meets_2day,date,scenario
FC_ORD,CHI,SKU_008,6.0,40.5,5.4917,32.950199999999995,243.0,1,2024-01-03,S1_nearest_fc
FC_ORD,CHI,SKU_009,16.0,40.5,5.4917,87.8672,648.0,1,2024-01-03,S1_nearest_fc
FC_ORD,CHI,SKU_010,36.0,40.5,5.4917,197.7012,1458.0,1,2024-01-03,S1_nearest_fc
FC_ORD,CHI,SKU_011,9.0,40.5,5.4917,49.4253,364.5,1,2024-01-03,S1_nearest_fc
FC_ORD,CHI,SKU_012,27.0,40.5,5.4917,148.2759,1093.5,1,2024-01-03,S1_nearest_fc
FC_ATL,CLT,SKU_001,38.0,271.5,6.9816,265.3008,10317.0,1,2024-01-03,S1_nearest_fc
FC_ATL,CLT,SKU_002,46.0,271.5,6.9816,321.1536,12489.0,1,2024-01-03,S1_nearest_fc
FC_ATL,CLT,SKU_003,39.0,271.5,6.9816,272.2824,10588.5,1,2024-01-03,S1_nearest_fc
FC_ATL,CLT,SKU_004,12.0,271.5,6.9816,83.7792,3258.0,1,2024-01-03,S1_nearest_fc
FC_ATL,CLT,SKU_005,17.0,271.5,6.9816,118.6872,4615.5,1,2024-01-03,S1_nearest_fc
FC_ATL,CLT,SKU_006,33.0,271.5,6.9816,230.39280000000002,8959.5,1,2024-01-03,S1_nearest_fc
FC_ATL,CLT,SKU_007,16.0,271.5,6.9816,111.7056,4344.0,1,2024-01-03,S1_nearest_fc
FC_ATL,CLT,SKU_008,2.0,271.5,6.9816,13.9632,543.0,1,2024-01-03,S1_nearest_fc
FC_ATL,CLT,SKU_009,4.0,271.5,6.9816,27.9264,1086.0,1,2024-01-03,S1_nearest_fc
FC_ATL,CLT,SKU_010,4.0,271.5,6.9816,27.9264,1086.0,1,2024-01-03,S1_nearest_fc
FC_ATL,CLT,SKU_011,4.0,271.5,6.9816,27.9264,1086.0,1,2024-01-03,S1_nearest_fc
FC_ATL,CLT,SKU_012,2.0,271.5,6.9816,13.9632,543.0,1,2024-01-03,S1_nearest_fc
FC_EWR,DCA,SKU_001,136.0,214.2,7.1139,967.4904,29131.199999999997,1,2024-01-03,S1_nearest_fc
FC_EWR,DCA,SKU_002,73.0,214.2,7.1139,519.3147,15636.599999999999,1,2024-01-03,S1_nearest_fc
FC_EWR,DCA,SKU_003,77.0,214.2,7.1139,547.7703,16493.399999999998,1,2024-01-03,S1_nearest_fc
FC_EWR,DCA,SKU_004,47.0,214.2,7.1139,334.3533,10067.4,1,2024-01-03,S1_nearest_fc
FC_EWR,DCA,SKU_005,31.0,214.2,7.1139,220.5309,6640.2,1,2024-01-03,S1_nearest_fc
FC_EWR,DCA,SKU_006,44.0,214.2,7.1139,313.0116,9424.8,1,2024-01-03,S1_nearest_fc
FC_EWR,DCA,SKU_007,54.0,214.2,7.1139,384.1506,11566.8,1,2024-01-03,S1_nearest_fc
FC_EWR,DCA,SKU_008,2.0,214.2,7.1139,14.2278,428.4,1,2024-01-03,S1_nearest_fc
FC_EWR,DCA,SKU_009,5.0,214.2,7.1139,35.5695,1071.0,1,2024-01-03,S1_nearest_fc
FC_EWR,DCA,SKU_010,10.0,214.2,7.1139,71.139,2142.0,1,2024-01-03,S1_nearest_fc
FC_EWR,DCA,SKU_011,2.0,214.2,7.1139,14.2278,428.4,1,2024-01-03,S1_nearest_fc
FC_EWR,DCA,SKU_012,1.0,214.2,7.1139,7.1139,214.2,1,2024-01-03,S1_nearest_fc
FC_PHX,DEN,SKU_001,51.0,702.7,10.5417,537.6267,35837.700000000004,1,2024-01-03,S1_nearest_fc
FC_PHX,DEN,SKU_002,42.0,702.7,10.5417,442.75140000000005,29513.4,1,2024-01-03,S1_nearest_fc
FC_PHX,DEN,SKU_003,35.0,702.7,10.5417,368.9595,24594.5,1,2024-01-03,S1_nearest_fc
FC_PHX,DEN,SKU_004,25.0,702.7,10.5417,263.5425,17567.5,1,2024-01-03,S1_nearest_fc
FC_PHX,DEN,SKU_005,15.0,702.7,10.5417,158.12550000000002,10540.5,1,2024-01-03,S1_nearest_fc
FC_PHX,DEN,SKU_006,13.0,702.7,10.5417,137.0421,9135.1,1,2024-01-03,S1_nearest_fc
FC_PHX,DEN,SKU_007,9.0,702.7,10.5417,94.87530000000001,6324.3,1,2024-01-03,S1_nearest_fc
FC_PHX,DEN,SKU_008,6.0,702.7,10.5417,63.25020000000001,4216.200000000001,1,2024-01-03,S1_nearest_fc
FC_PHX,DEN,SKU_009,1.0,702.7,10.5417,10.5417,702.7,1,2024-01-03,S1_nearest_fc
FC_PHX,DEN,SKU_010,2.0,702.7,10.5417,21.0834,1405.4,1,2024-01-03,S1_nearest_fc
FC_PHX,DEN,SKU_011,7.0,702.7,10.5417,73.7919,4918.900000000001,1,2024-01-03,S1_nearest_fc
FC_PHX,DEN,SKU_012,3.0,702.7,10.5417,31.625100000000003,2108.1000000000004,1,2024-01-03,S1_nearest_fc
FC_ORD,DET,SKU_001,81.0,317.7,8.0526,652.2606,25733.7,1,2024-01-03,S1_nearest_fc
FC_ORD,DET,SKU_002,35.0,317.7,8.0526,281.841,11119.5,1,2024-01-03,S1_nearest_fc
FC_ORD,DET,SKU_003,82.0,317.7,8.0526,660.3132,26051.399999999998,1,2024-01-03,S1_nearest_fc
FC_ORD,DET,SKU_004,22.0,317.7,8.0526,177.1572,6989.4,1,2024-01-03,S1_nearest_fc
FC_ORD,DET,SKU_005,6.0,317.7,8.0526,48.3156,1906.1999999999998,1,2024-01-03,S1_nearest_fc
FC_ORD,DET,SKU_006,18.0,317.7,8.0526,144.9468,5718.599999999999,1,2024-01-03,S1_nearest_fc
FC_ORD,DET,SKU_007,42.0,317.7,8.0526,338.2092,13343.4,1,2024-01-03,S1_nearest_fc
FC_ORD,DET,SKU_008,9.0,317.7,8.0526,72.4734,2859.2999999999997,1,2024-01-03,S1_nearest_fc
FC_ORD,DET,SKU_009,9.0,317.7,8.0526,72.4734,2859.2999999999997,1,2024-01-03,S1_nearest_fc
FC_ORD,DET,SKU_010,4.0,317.7,8.0526,32.2104,1270.8,1,2024-01-03,S1_nearest_fc
FC_ORD,DET,SKU_011,8.0,317.7,8.0526,64.4208,2541.6,1,2024-01-03,S1_nearest_fc
FC_ORD,DET,SKU_012,3.0,317.7,8.0526,24.1578,953.0999999999999,1,2024-01-03,S1_nearest_fc
FC_DFW,DFW,SKU_001,118.0,0.0,5.25,619.5,0.0,1,2024-01-03,S1_nearest_fc
FC_DFW,DFW,SKU_002,142.0,0.0,5.25,745.5,0.0,1,2024-01-03,S1_nearest_fc
FC_DFW,DFW,SKU_003,113.0,0.0,5.25,593.25,0.0,1,2024-01-03,S1_nearest_fc
FC_DFW,DFW,SKU_004,17.0,0.0,5.25,89.25,0.0,1,2024-01-03,S1_nearest_fc
FC_DFW,DFW,SKU_005,34.0,0.0,5.25,178.5,0.0,1,2024-01-03,S1_nearest_fc
FC_DFW,DFW,SKU_006,52.0,0.0,5.25,273.0,0.0,1,2024-01-03,S1_nearest_fc
FC_DFW,DFW,SKU_007,46.0,0.0,5.25,241.5,0.0,1,2024-01-03,S1_nearest_fc
FC_DFW,DFW,SKU_008,6.0,0.0,5.25,31.5,0.0,1,2024-01-03,S1_nearest_fc
FC_DFW,DFW,SKU_009,3.0,0.0,5.25,15.75,0.0,1,2024-01-03,S1_nearest_fc
FC_DFW,DFW,SKU_010,44.0,0.0,5.25,231.0,0.0,1,2024-01-03,S1_nearest_fc
FC_DFW,DFW,SKU_011,11.0,0.0,5.25,57.75,0.0,1,2024-01-03,S1_nearest_fc
FC_DFW,DFW,SKU_012,3.0,0.0,5.25,15.75,0.0,1,2024-01-03,S1_nearest_fc
FC_DFW,HOU,SKU_001,88.0,269.8,6.9251,609.4087999999999,23742.4,1,2024-01-03,S1_nearest_fc
FC_DFW,HOU,SKU_002,122.0,269.8,6.9251,844.8621999999999,32915.6,1,2024-01-03,S1_nearest_fc
FC_DFW,HOU,SKU_003,99.0,269.8,6.9251,685.5849,26710.2,1,2024-01-03,S1_nearest_fc
FC_DFW,HOU,SKU_004,51.0,269.8,6.9251,353.1801,13759.800000000001,1,2024-01-03,S1_nearest_fc
FC_DFW,HOU,SKU_005,20.0,269.8,6.9251,138.50199999999998,5396.0,1,2024-01-03,S1_nearest_fc
FC_DFW,HOU,SKU_006,53.0,269.8,6.9251,367.03029999999995,14299.400000000001,1,2024-01-03,S1_nearest_fc
FC_DFW,HOU,SKU_007,21.0,269.8,6.9251,145.4271,5665.8,1,2024-01-03,S1_nearest_fc
FC_DFW,HOU,SKU_008,6.0,269.8,6.9251,41.550599999999996,1618.8000000000002,1,2024-01-03,S1_nearest_fc
FC_DFW,HOU,SKU_010,8.0,269.8,6.9251,55.4008,2158.4,1,2024-01-03,S1_nearest_fc
FC_DFW,HOU,SKU_011,20.0,269.8,6.9251,138.50199999999998,5396.0,1,2024-01-03,S1_nearest_fc
FC_DFW,HOU,SKU_012,30.0,269.8,6.9251,207.753,8094.0,1,2024-01-03,S1_nearest_fc
FC_ONT,LAX,SKU_001,112.0,40.7,5.6926,637.5712,4558.400000000001,1,2024-01-03,S1_nearest_fc
FC_ONT,LAX,SKU_002,137.0,40.7,5.6926,779.8861999999999,5575.900000000001,1,2024-01-03,S1_nearest_fc
FC_ONT,LAX,SKU_003,239.0,40.7,5.6926,1360.5313999999998,9727.300000000001,1,2024-01-03,S1_nearest_fc
FC_ONT,LAX,SKU_004,54.0,40.7,5.6926,307.4004,2197.8,1,2024-01-03,S1_nearest_fc
FC_ONT,LAX,SKU_005,52.0,40.7,5.6926,296.0152,2116.4,1,2024-01-03,S1_nearest_fc
FC_ONT,LAX,SKU_006,139.0,40.7,5.6926,791.2714,5657.3,1,2024-01-03,S1_nearest_fc
FC_ONT,LAX,SKU_007,103.0,40.7,5.6926,586.3378,4192.1,1,2024-01-03,S1_nearest_fc
FC_ONT,LAX,SKU_008,25.0,40.7,5.6926,142.315,1017.5000000000001,1,2024-01-03,S1_nearest_fc
FC_ONT,LAX,SKU_009,11.0,40.7,5.6926,62.618599999999994,447.70000000000005,1,2024-01-03,S1_nearest_fc
FC_ONT,LAX,SKU_010,28.0,40.7,5.6926,159.3928,1139.6000000000001,1,2024-01-03,S1_nearest_fc
FC_ONT,LAX,SKU_011,15.0,40.7,5.6926,85.389,610.5,1,2024-01-03,S1_nearest_fc
FC_ONT,LAX,SKU_012,1.0,40.7,5.6926,5.6926,40.7,1,2024-01-03,S1_nearest_fc
FC_ATL,MIA,SKU_001,62.0,727.7,10.7518,666.6116,45117.4,1,2024-01-03,S1_nearest_fc
FC_ATL,MIA,SKU_002,88.0,727.7,10.7518,946.1583999999999,64037.600000000006,1,2024-01-03,S1_nearest_fc
FC_ATL,MIA,SKU_003,78.0,727.7,10.7518,838.6404,56760.600000000006,1,2024-01-03,S1_nearest_fc
FC_ATL,MIA,SKU_004,12.0,727.7,10.7518,129.02159999999998,8732.400000000001,1,2024-01-03,S1_nearest_fc
FC_ATL,MIA,SKU_005,29.0,727.7,10.7518,311.80219999999997,21103.300000000003,1,2024-01-03,S1_nearest_fc
FC_ATL,MIA,SKU_006,21.0,727.7,10.7518,225.78779999999998,15281.7,1,2024-01-03,S1_nearest_fc
FC_ATL,MIA,SKU_007,23.0,727.7,10.7518,247.29139999999998,16737.100000000002,1,2024-01-03,S1_nearest_fc
FC_ATL,MIA,SKU_008,3.0,727.7,10.7518,32.255399999999995,2183.1000000000004,1,2024-01-03,S1_nearest_fc
FC_ATL,MIA,SKU_009,16.0,727.7,10.7518,172.0288,11643.2,1,2024-01-03,S1_nearest_fc
FC_ATL,MIA,SKU_010,2.0,727.7,10.7518,21.5036,1455.4,1,2024-01-03,S1_nearest_fc
FC_ATL,MIA,SKU_011,6.0,727.7,10.7518,64.51079999999999,4366.200000000001,1,2024-01-03,S1_nearest_fc
FC_ATL,MIA,SKU_012,2.0,727.7,10.7518,21.5036,1455.4,1,2024-01-03,S1_nearest_fc
FC_ORD,MSP,SKU_001,99.0,424.0,8.4885,840.3615,41976.0,1,2024-01-03,S1_nearest_fc
FC_ORD,MSP,SKU_002,49.0,424.0,8.4885,415.9365,20776.0,1,2024-01-03,S1_nearest_fc
FC_ORD,MSP,SKU_003,33.0,424.0,8.4885,280.1205,13992.0,1,2024-01-03,S1_nearest_fc
FC_ORD,MSP,SKU_004,13.0,424.0,8.4885,110.3505,5512.0,1,2024-01-03,S1_nearest_fc
FC_ORD,MSP,SKU_005,13.0,424.0,8.4885,110.3505,5512.0,1,2024-01-03,S1_nearest_fc
FC_ORD,MSP,SKU_006,20.0,424.0,8.4885,169.77,8480.0,1,2024-01-03,S1_nearest_fc
FC_ORD,MSP,SKU_007,6.0,424.0,8.4885,50.931,2544.0,1,2024-01-03,S1_nearest_fc
FC_ORD,MSP,SKU_008,11.0,424.0,8.4885,93.3735,4664.0,1,2024-01-03,S1_nearest_fc
FC_ORD,MSP,SKU_009,6.0,424.0,8.4885,50.931,2544.0,1,2024-01-03,S1_nearest_fc
FC_ORD,MSP,SKU_010,5.0,424.0,8.4885,42.4425,2120.0,1,2024-01-03,S1_nearest_fc
FC_ORD,MSP,SKU_011,13.0,424.0,8.4885,110.3505,5512.0,1,2024-01-03,S1_nearest_fc
FC_ORD,MSP,SKU_012,5.0,424.0,8.4885,42.4425,2120.0,1,2024-01-03,S1_nearest_fc
FC_EWR,NYC,SKU_001,283.0,30.2,5.7557,1628.8631,8546.6,1,2024-01-03,S1_nearest_fc
FC_EWR,NYC,SKU_002,336.0,30.2,5.7557,1933.9152,10147.199999999999,1,2024-01-03,S1_nearest_fc
FC_EWR,NYC,SKU_003,191.0,30.2,5.7557,1099.3387,5768.2,1,2024-01-03,S1_nearest_fc
FC_EWR,NYC,SKU_004,78.0,30.2,5.7557,448.9446,2355.6,1,2024-01-03,S1_nearest_fc
FC_EWR,NYC,SKU_005,164.0,30.2,5.7557,943.9348,4952.8,1,2024-01-03,S1_nearest_fc
FC_EWR,NYC,SKU_006,63.0,30.2,5.7557,362.6091,1902.6,1,2024-01-03,S1_nearest_fc
FC_EWR,NYC,SKU_007,98.0,30.2,5.7557,564.0586,2959.6,1,2024-01-03,S1_nearest_fc
FC_EWR,NYC,SKU_008,27.0,30.2,5.7557,155.4039,815.4,1,2024-01-03,S1_nearest_fc
FC_EWR,NYC,SKU_009,94.0,30.2,5.7557,541.0358,2838.7999999999997,1,2024-01-03,S1_nearest_fc
FC_ORD,NYC,SKU_009,23.0,880.8,11.4755,263.9365,20258.399999999998,1,2024-01-03,S1_nearest_fc
FC_ATL,NYC,SKU_009,9.0,895.0,11.4881,103.3929,8055.0,1,2024-01-03,S1_nearest_fc
FC_EWR,NYC,SKU_010,53.0,30.2,5.7557,305.0521,1600.6,1,2024-01-03,S1_nearest_fc
FC_EWR,NYC,SKU_011,20.0,30.2,5.7557,115.114,604.0,1,2024-01-03,S1_nearest_fc
FC_EWR,NYC,SKU_012,28.0,30.2,5.7557,161.1596,845.6,1,2024-01-03,S1_nearest_fc
FC_ATL,ORL,SKU_001,41.0,481.8,8.6756,355.6996,19753.8,1,2024-01-03,S1_nearest_fc
FC_ATL,ORL,SKU_002,33.0,481.8,8.6756,286.29479999999995,15899.4,1,2024-01-03,S1_nearest_fc
FC_ATL,ORL,SKU_003,29.0,481.8,8.6756,251.59239999999997,13972.2,1,2024-01-03,S1_nearest_fc
FC_ATL,ORL,SKU_004,26.0,481.8,8.6756,225.5656,12526.800000000001,1,2024-01-03,S1_nearest_fc
FC_ATL,ORL,SKU_005,12.0,481.8,8.6756,104.10719999999999,5781.6,1,2024-01-03,S1_nearest_fc
FC_ATL,ORL,SKU_006,17.0,481.8,8.6756,147.4852,8190.6,1,2024-01-03,S1_nearest_fc
FC_ATL,ORL,SKU_007,12.0,481.8,8.6756,104.10719999999999,5781.6,1,2024-01-03,S1_nearest_fc
FC_ATL,ORL,SKU_008,7.0,481.8,8.6756,60.72919999999999,3372.6,1,2024-01-03,S1_nearest_fc
FC_ATL,ORL,SKU_009,5.0,481.8,8.6756,43.378,2409.0,1,2024-01-03,S1_nearest_fc
FC_ATL,ORL,SKU_010,4.0,481.8,8.6756,34.7024,1927.2,1,2024-01-03,S1_nearest_fc
FC_ATL,ORL,SKU_011,9.0,481.8,8.6756,78.0804,4336.2,1,2024-01-03,S1_nearest_fc
FC_ATL,ORL,SKU_012,1.0,481.8,8.6756,8.6756,481.8,1,2024-01-03,S1_nearest_fc
FC_ONT,PDX,SKU_001,56.0,1001.5,13.3572,748.0032,56084.0,0,2024-01-03,S1_nearest_fc
FC_ONT,PDX,SKU_002,45.0,1001.5,13.3572,601.0740000000001,45067.5,0,2024-01-03,S1_nearest_fc
FC_ONT,PDX,SKU_003,46.0,1001.5,13.3572,614.4312,46069.0,0,2024-01-03,S1_nearest_fc
FC_ONT,PDX,SKU_004,14.0,1001.5,13.3572,187.0008,14021.0,0,2024-01-03,S1_nearest_fc
FC_ONT,PDX,SKU_005,14.0,1001.5,13.3572,187.0008,14021.0,0,2024-01-03,S1_nearest_fc
FC_ONT,PDX,SKU_006,11.0,1001.5,13.3572,146.9292,11016.5,0,2024-01-03,S1_nearest_fc
FC_ONT,PDX,SKU_007,15.0,1001.5,13.3572,200.358,15022.5,0,2024-01-03,S1_nearest_fc
FC_ONT,PDX,SKU_008,3.0,1001.5,13.3572,40.071600000000004,3004.5,0,2024-01-03,S1_nearest_fc
FC_ONT,PDX,SKU_009,4.0,1001.5,13.3572,53.4288,4006.0,0,2024-01-03,S1_nearest_fc
FC_ONT,PDX,SKU_010,5.0,1001.5,13.3572,66.786,5007.5,0,2024-01-03,S1_nearest_fc
FC_ONT,PDX,SKU_011,10.0,1001.5,13.3572,133.572,10015.0,0,2024-01-03,S1_nearest_fc
FC_ONT,PDX,SKU_012,3.0,1001.5,13.3572,40.071600000000004,3004.5,0,2024-01-03,S1_nearest_fc
FC_EWR,PHL,SKU_001,74.0,66.9,5.8841,435.4234,4950.6,1,2024-01-03,S1_nearest_fc
FC_EWR,PHL,SKU_002,86.0,66.9,5.8841,506.0326,5753.400000000001,1,2024-01-03,S1_nearest_fc
FC_EWR,PHL,SKU_003,72.0,66.9,5.8841,423.65520000000004,4816.8,1,2024-01-03,S1_nearest_fc
FC_EWR,PHL,SKU_004,38.0,66.9,5.8841,223.5958,2542.2000000000003,1,2024-01-03,S1_nearest_fc
FC_EWR,PHL,SKU_005,44.0,66.9,5.8841,258.9004,2943.6000000000004,1,2024-01-03,S1_nearest_fc
FC_ATL,PHL,SKU_005,8.0,798.6,11.0637,88.5096,6388.8,1,2024-01-03,S1_nearest_fc
FC_EWR,PHL,SKU_006,40.0,66.9,5.8841,235.364,2676.0,1,2024-01-03,S1_nearest_fc
FC_EWR,PHL,SKU_007,42.0,66.9,5.8841,247.1322,2809.8,1,2024-01-03,S1_nearest_fc
FC_EWR,PHL,SKU_008,8.0,66.9,5.8841,47.0728,535.2,1,2024-01-03,S1_nearest_fc
FC_ATL,PHL,SKU_009,1.0,798.6,11.0637,11.0637,798.6,1,2024-01-03,S1_nearest_fc
FC_EWR,PHL,SKU_010,5.0,66.9,5.8841,29.4205,334.5,1,2024-01-03,S1_nearest_fc
FC_EWR,PHL,SKU_011,3.0,66.9,5.8841,17.6523,200.70000000000002,1,2024-01-03,S1_nearest_fc
FC_EWR,PHL,SKU_012,18.0,66.9,5.8841,105.91380000000001,1204.2,1,2024-01-03,S1_nearest_fc
FC_PHX,PHX,SKU_001,114.0,0.0,5.2,592.8000000000001,0.0,1,2024-01-03,S1_nearest_fc
FC_PHX,PHX,SKU_002,49.0,0.0,5.2,254.8,0.0,1,2024-01-03,S1_nearest_fc
FC_PHX,PHX,SKU_003,69.0,0.0,5.2,358.8,0.0,1,2024-01-03,S1_nearest_fc
FC_PHX,PHX,SKU_004,27.0,0.0,5.2,140.4,0.0,1,2024-01-03,S1_nearest_fc
FC_PHX,PHX,SKU_005,44.0,0.0,5.2,228.8,0.0,1,2024-01-03,S1_nearest_fc
FC_PHX,PHX,SKU_006,48.0,0.0,5.2,249.60000000000002,0.0,1,2024-01-03,S1_nearest_fc
FC_PHX,PHX,SKU_007,18.0,0.0,5.2,93.60000000000001,0.0,1,2024-01-03,S1_nearest_fc
FC_PHX,PHX,SKU_008,5.0,0.0,5.2,26.0,0.0,1,2024-01-03,S1_nearest_fc
FC_PHX,PHX,SKU_009,9.0,0.0,5.2,46.800000000000004,0.0,1,2024-01-03,S1_nearest_fc
FC_PHX,PHX,SKU_010,4.0,0.0,5.2,20.8,0.0,1,2024-01-03,S1_nearest_fc
FC_PHX,PHX,SKU_011,16.0,0.0,5.2,83.2,0.0,1,2024-01-03,S1_nearest_fc
FC_ONT,PHX,SKU_011,1.0,387.8,8.5398,8.5398,387.8,1,2024-01-03,S1_nearest_fc
FC_PHX,PHX,SKU_012,5.0,0.0,5.2,26.0,0.0,1,2024-01-03,S1_nearest_fc
FC_ONT,RIV,SKU_001,73.0,19.7,5.6191,410.19430000000006,1438.1,1,2024-01-03,S1_nearest_fc
FC_ONT,RIV,SKU_002,83.0,19.7,5.6191,466.38530000000003,1635.1,1,2024-01-03,S1_nearest_fc
FC_ONT,RIV,SKU_003,80.0,19.7,5.6191,449.528,1576.0,1,2024-01-03,S1_nearest_fc
FC_ONT,RIV,SKU_004,19.0,19.7,5.6191,106.7629,374.3,1,2024-01-03,S1_nearest_fc
FC_ONT,RIV,SKU_005,21.0,19.7,5.6191,118.00110000000001,413.7,1,2024-01-03,S1_nearest_fc
FC_ONT,RIV,SKU_006,13.0,19.7,5.6191,73.04830000000001,256.09999999999997,1,2024-01-03,S1_nearest_fc
FC_ONT,RIV,SKU_007,35.0,19.7,5.6191,196.66850000000002,689.5,1,2024-01-03,S1_nearest_fc
FC_ONT,RIV,SKU_008,2.0,19.7,5.6191,11.2382,39.4,1,2024-01-03,S1_nearest_fc
FC_ONT,RIV,SKU_009,3.0,19.7,5.6191,16.857300000000002,59.099999999999994,1,2024-01-03,S1_nearest_fc
FC_ONT,RIV,SKU_010,4.0,19.7,5.6191,22.4764,78.8,1,2024-01-03,S1_nearest_fc
FC_ONT,RIV,SKU_011,8.0,19.7,5.6191,44.9528,157.6,1,2024-01-03,S1_nearest_fc
FC_ONT,RIV,SKU_012,7.0,19.7,5.6191,39.3337,137.9,1,2024-01-03,S1_nearest_fc
FC_ONT,SAN,SKU_001,60.0,116.8,5.9587,357.52200000000005,7008.0,1,2024-01-03,S1_nearest_fc
FC_ONT,SAN,SKU_002,54.0,116.8,5.9587,321.76980000000003,6307.2,1,2024-01-03,S1_nearest_fc
FC_ONT,SAN,SKU_003,53.0,116.8,5.9587,315.8111,6190.4,1,2024-01-03,S1_nearest_fc
FC_ONT,SAN,SKU_004,11.0,116.8,5.9587,65.54570000000001,1284.8,1,2024-01-03,S1_nearest_fc
